OBJECTID,LANES,COND,midlat,midlong,COND_num
43286,4,Good,42.62546094685,-83.0914956435,3
94075,5,Fair,42.21008361045,-83.61913389175,2
109402,1,Fair,42.4166066218,-83.21856799254999,2
104150,3,Poor,42.3673626331,-83.14019011325,1
125895,2,Fair,42.362462188500004,-83.2863079685,2
161048,3,Fair,42.718769891150004,-83.03563603264999,2
139436,4,Fair,42.3869650523,-83.44906654030001,2
207999,3,Poor,42.24245849105,-83.38616816925,1
83646,2,Fair,42.00402550275,-83.34517695164999,2
196140,1,Poor,42.385677567900004,-83.08591683719999,1
97333,3,Poor,42.3632588159,-83.06947042275,1
137792,5,Poor,42.411095586849996,-83.40109793125,1
89711,3,Fair,42.2771448086,-83.73051654995001,2
149327,2,Poor,42.47909150205,-83.4108087485,1
183085,4,Poor,42.502954250849996,-83.19754506570001,1
117696,5,Fair,42.30968723195,-83.402211803,2
41470,5,Poor,42.467684778999995,-82.90710943645,1
115636,2,Poor,42.3560700529,-83.45571187819999,1
6685,2,Poor,42.48333243775,-83.5545754359,1
41822,2,Fair,42.67273894515,-82.82297855319999,2
201157,2,Fair,42.4289246881,-83.4358335812,2
175275,5,Fair,42.438223585,-83.45594105065001,2
92078,3,Poor,42.18394935165,-83.73890891165,1
178198,2,Fair,42.6985149037,-83.10919397405,2
82497,3,Fair,41.77763281295,-83.47538611670001,2
62387,1,Poor,42.47482310065,-83.02010551435,1
202792,2,Poor,42.248880812850004,-83.162218419,1
115306,5,Good,42.3687844879,-83.34909775635,3
117140,3,Fair,42.3324745332,-83.4431781278,2
103166,5,Good,42.3367934389,-83.12446281705,3
158481,4,Fair,42.578374097,-82.88715434605,2
116463,3,Fair,42.3786386562,-83.2171669221,2
187511,2,Poor,42.2612862957,-83.78854925729999,1
137621,3,Good,42.4187925811,-83.05648314875,3
201049,3,Poor,42.1767706642,-83.1662907753,1
175308,4,Poor,42.4397595841,-83.47897470315,1
202091,2,Good,42.425870109849996,-83.0939160307,3
177721,2,Fair,42.48536819615,-83.09556422700001,2
23105,2,Poor,42.78955714605,-83.26588229785,1
16715,2,Poor,42.449405530449994,-83.14091368215,1
193762,2,Poor,42.33217896105,-83.17752893635,1
194614,2,Fair,42.380913967249995,-83.27528545835,2
41622,5,Fair,42.51759913005,-82.89865560015,2
108676,6,Fair,42.34028831745,-83.0531154035,2
135012,5,Poor,42.2988154575,-83.329795855,1
43323,4,Fair,42.6284641287,-83.09163827444999,2
102673,2,Fair,42.32638323125,-83.16899036745,2
10552,3,Poor,42.57025706725,-83.45550975505,1
142995,4,Fair,42.39794158865,-83.01750920955,2
124266,2,Poor,42.28464090125,-83.26289347855001,1
123046,1,Poor,42.398714895699996,-83.2964470275,1
192672,2,Fair,42.30489709075,-83.50406961165,2
47335,3,Poor,42.574205406100006,-82.9910424665,1
82422,3,Good,41.9403600344,-83.3616276226,3
48080,2,Poor,42.624128000949995,-83.06336415415001,1
109268,4,Fair,42.34336651215,-83.2161293895,2
42830,4,Poor,42.502040876449996,-83.04620574730001,1
98837,7,Poor,42.3516289065,-83.0965782858,1
24311,3,Poor,42.46815158495,-83.45515829845,1
15104,1,Poor,42.4593424415,-83.43585345894999,1
31374,2,Poor,42.63264163495,-83.32163785165,1
61315,2,Poor,42.4506769196,-83.03102572885,1
90722,2,Fair,42.276450514299995,-83.6759915846,2
142890,4,Fair,42.3522174803,-82.9876222929,2
111896,4,Fair,42.3264848446,-83.08505710865,2
59210,3,Poor,42.57310708455,-83.0257285672,1
31264,2,Poor,42.65168324595,-83.29270318580001,1
121031,1,Poor,42.3984579281,-83.0520874774,1
33480,5,Poor,42.54924600855,-83.10068166069999,1
166168,3,Good,42.495767338899995,-83.44652051585001,3
66324,3,Poor,42.61379910835,-83.95368345854999,1
92791,2,Fair,42.23229437815,-83.5902060901,2
190928,1,Fair,42.33370243,-83.08515596945,2
111359,3,Fair,42.28018952415,-83.2153737271,2
195740,2,Poor,42.21588048055,-83.39017146725,1
99662,1,Fair,42.36044150385,-83.07374593025,2
141100,1,Fair,42.3901316341,-83.3671672561,2
73060,2,Poor,43.00000156895,-82.45194514665,1
134840,2,Good,42.179904713499994,-83.3230038104,3
47064,5,Fair,42.55042074065,-83.05316723845,2
116645,5,Poor,42.3965939134,-83.40381002359999,1
142870,2,Poor,42.396628520250005,-83.065134292,1
11318,5,Poor,42.639632647,-83.341547841,1
156218,1,Poor,42.554335698450004,-83.6982831815,1
11942,5,Good,42.44280541265,-83.37537040645,3
105396,4,Fair,42.335492138,-83.0381223826,2
103959,4,Fair,42.3582618818,-83.2456008805,2
106499,4,Good,42.37380266765,-82.99028498800001,3
70880,2,Good,42.99591013305,-82.98611985240001,3
22987,2,Fair,42.68454874775,-83.31335219855,2
6727,5,Fair,42.51865458705,-83.46743920295,2
47715,3,Good,42.4742317232,-82.9515059181,3
14525,2,Good,42.48280625375,-83.40302447695001,3
41874,2,Fair,42.694620832249996,-82.7907881624,2
109523,4,Good,42.3147888301,-83.08753758275,3
46099,3,Poor,42.491298984500006,-83.02626676665,1
32055,2,Poor,42.6771129162,-83.1332107584,1
82307,3,Fair,41.7639215575,-83.5681780979,2
120997,4,Fair,42.406875188200004,-83.0695273929,2
62669,2,Poor,42.524130064800005,-82.97360491205,1
40488,3,Poor,42.49922800645,-83.30585975650001,1
110291,1,Fair,42.251920506350004,-83.1856600353,2
39299,2,Poor,42.65301677355,-83.38981873185,1
108248,1,Fair,42.3795800392,-83.21675710939999,2
133971,2,Poor,42.351395982750006,-83.4732169991,1
85283,2,Poor,41.743119043250005,-83.63286876345,1
98824,5,Poor,42.389188327149995,-83.18975036865,1
88820,4,Poor,42.2518725402,-83.64773095535,1
73669,2,Fair,43.10963879285,-82.48957254039999,2
202189,2,Fair,42.28448755545,-83.2693527388,2
13032,2,Good,42.48084808985,-83.3575832218,3
203492,2,Poor,42.36345073385,-83.45989098014999,1
125372,2,Fair,42.2745762851,-83.22280516494999,2
83552,2,Fair,41.85933315695,-83.39329774305,2
42924,5,Fair,42.46175256225,-83.0644414243,2
23551,2,Poor,42.495868825849996,-83.18737395475,1
140294,2,Poor,42.12347749375,-83.1550375356,1
156865,2,Good,42.69529074585,-83.08187890615,3
19564,3,Fair,42.510148947350004,-83.1149000573,2
164644,4,Poor,42.488008502949995,-83.2272645698,1
88055,3,Fair,42.3148790738,-83.74036065255001,2
45028,4,Poor,42.4473519125,-83.0603419694,1
12853,6,Good,42.49575321845,-83.35845767805,3
166196,3,Good,42.48820629305,-83.44558693265,3
196257,1,Fair,42.371100502350004,-83.05949741994999,2
183446,5,Poor,42.5012108171,-83.28107682325,1
29806,5,Good,42.62550077189999,-83.26841961490001,3
4878,5,Good,42.538480185599994,-83.20581537609999,3
64672,3,Poor,42.45689466915,-83.9432933525,1
192216,3,Poor,42.3867432623,-83.13882001265,1
176062,4,Poor,42.61443823535,-83.258068492,1
80932,3,Fair,41.9668528599,-83.67268848994999,2
176872,2,Fair,42.52803303675,-83.267079544,2
115315,5,Poor,42.3589909447,-83.4583331828,1
121034,1,Poor,42.39579874615,-83.06630165995,1
33040,2,Poor,42.497468167950004,-83.1189484364,1
101022,3,Good,42.1983401044,-83.2333376222,3
181320,1,Poor,42.4941689338,-83.14568305270001,1
204039,5,Fair,42.3389063391,-83.38611940265,2
102181,3,Fair,42.4009203267,-83.225855319,2
83507,2,Fair,41.8576565626,-83.3953129352,2
208381,4,Poor,42.3652224865,-83.03494516065001,1
81407,2,Fair,41.964080634050006,-83.3649537483,2
125198,2,Poor,42.2877409449,-83.23714578955,1
88010,5,Fair,42.29831688675,-83.8780436854,2
62491,2,Fair,42.5302455785,-82.99402523444999,2
117726,3,Good,42.31238649705,-83.2633460038,3
10696,2,Poor,42.58582415075,-83.4807525882,1
161657,2,Fair,42.70166046035,-83.02829787315,2
96385,2,Good,42.415953322700005,-83.64656796795,3
49515,2,Poor,42.4708334976,-83.07469071930001,1
20591,5,Fair,42.65396763615,-83.5691201784,2
196396,4,Fair,42.35375791445,-83.06933755175,2
185639,2,Fair,43.06558221625,-82.46729067835,2
183071,4,Poor,42.50292119195,-83.2014371624,1
175800,2,Poor,42.651240080950004,-83.60335128029999,1
21573,2,Poor,42.700018643199996,-83.4081732158,1
139183,7,Poor,42.216496259850004,-83.1938763578,1
192118,6,Fair,42.4149253451,-83.06309961975,2
117133,3,Fair,42.3000316016,-83.44278351255,2
42434,5,Poor,42.5316704377,-83.00801669165,1
42204,5,Fair,42.504439582399996,-82.9872668111,2
176688,3,Poor,42.500400797750004,-83.506076508,1
11283,5,Poor,42.6390155951,-83.3660193448,1
183387,4,Fair,42.504573097299996,-83.13442910444999,2
130610,2,Poor,42.2365196843,-83.1704856744,1
128312,2,Poor,42.30065871115,-83.30670876145,1
9901,2,Poor,42.5366484628,-83.14217916905,1
118918,4,Fair,42.37367183305,-83.11236077075,2
49317,3,Fair,42.625091167549996,-83.0360936499,2
193369,1,Fair,42.333079585250005,-83.3185602104,2
67086,3,Fair,42.518091309249996,-83.67469730425,2
16257,4,Fair,42.632006361150005,-83.29106631524999,2
105052,1,Fair,42.33503561085,-83.065786547,2
98899,7,Poor,42.3967045893,-83.2083885586,1
202263,3,Fair,42.2649155555,-83.1705640266,2
120329,3,Fair,42.3309499953,-83.03792568865,2
127721,5,Good,42.254328628050004,-83.2311101153,3
158918,2,Fair,42.73690844035,-83.0172516895,2
100937,5,Poor,42.1957116615,-83.31609233180001,1
43278,5,Poor,42.560052373299996,-83.0885944444,1
122366,2,Poor,42.4128250527,-82.9083852055,1
161285,4,Poor,42.533412106049994,-82.94970964275001,1
206830,4,Fair,42.52563606625,-82.8751710774,2
195517,4,Fair,42.282352264950006,-83.38416419205001,2
103043,5,Good,42.317137450749996,-83.110163966,3
206857,4,Fair,42.508661662,-82.88102190325,2
143614,4,Good,42.49479365255,-82.92860930075,3
86100,2,Poor,42.027902447049996,-83.4404975008,1
45212,2,Poor,42.4540030197,-82.9968463388,1
158350,2,Fair,42.451451955799996,-82.99846653649999,2
109113,3,Poor,42.4308183511,-83.09400906100001,1
4590,5,Poor,42.681398892749996,-83.161605753,1
206017,2,Fair,42.270933291649996,-83.32382555545,2
202188,2,Fair,42.2826732959,-83.2692821264,2
42938,5,Good,42.5414313231,-83.06884446870001,3
122911,2,Poor,42.3974252369,-83.31224433324999,1
189826,2,Poor,42.349476831450005,-83.6621654826,1
161031,5,Good,42.691409871450006,-83.03457806605,3
52063,2,Good,42.830295366399994,-83.01949010015,3
53184,5,Fair,42.802929533850005,-82.99984206355,2
58466,3,Fair,42.7355009951,-82.78384435519999,2
65659,3,Fair,42.6214372137,-83.99344898800001,2
46972,5,Fair,42.551358262600004,-83.02296543905,2
161061,5,Fair,42.6243747582,-83.03234400885,2
105670,4,Fair,42.38739438185,-83.0667377378,2
203999,5,Fair,42.34023061995,-83.32245834650001,2
93794,2,Good,42.187270964350006,-83.6438316181,3
8480,5,Fair,42.5338353467,-83.12479804085001,2
42111,5,Poor,42.623221426650005,-82.95329879639999,1
132960,5,Poor,42.2688718964,-83.28060885735,1
207188,1,Fair,42.44396463425,-82.90860712205,2
5780,3,Fair,42.577922963199995,-83.1192514876,2
118498,4,Fair,42.322002267200006,-83.11139385075,2
100226,4,Poor,42.3715516302,-83.0283552529,1
25001,2,Good,42.570892390750004,-83.39898876875,3
107612,1,Poor,42.4230803062,-82.9302094647,1
183161,3,Poor,42.49972993125,-83.33663862835,1
61932,2,Fair,42.60523722005,-82.87219277035,2
118535,4,Poor,42.32587033185,-83.11738550755,1
54519,2,Poor,42.68799919215,-83.03570838175,1
118556,4,Poor,42.342513939599996,-83.14318222605,1
181508,2,Good,42.60913029015,-83.20866997440001,3
4875,4,Good,42.53635160835,-83.20377509265,3
4007,4,Fair,42.5299213444,-83.19800215455,2
139264,4,Poor,42.2806014979,-83.1719485161,1
101384,5,Fair,42.21204531455,-83.265904565,2
89721,2,Poor,42.2736020062,-83.72333691925,1
58875,3,Fair,42.592898887749996,-82.87874676435,2
200570,4,Good,42.35142108915,-83.04768896525,3
199199,2,Good,42.306039218449996,-83.2709988754,3
104605,2,Good,42.4375415704,-83.20368251085,3
1241,2,Fair,42.66035551575,-83.14577564275,2
108778,8,Poor,42.4170774812,-83.10482825310001,1
41926,3,Poor,42.4727117673,-82.91688611960001,1
52170,3,Good,42.5858684048,-83.03068772715,3
41693,3,Poor,42.4715156873,-82.91722095719999,1
185013,5,Fair,42.61360030735,-82.536583984,2
127019,4,Fair,42.34784667035,-83.19645167774999,2
189024,4,Good,42.28158441395,-83.76882352305,3
961,2,Fair,42.6426431927,-83.0984776125,2
65481,3,Poor,42.644002262399994,-84.01479911385,1
208745,1,Fair,41.79831975495,-83.68576454785,2
156152,2,Poor,42.59951916615,-84.0244150955,1
94083,3,Good,42.21497392455,-83.61920735425,3
72551,2,Fair,42.97199942565,-82.4459328815,2
98454,3,Poor,42.37425481525,-83.06086966199999,1
110563,4,Fair,42.254054381299994,-83.1892126627,2
112908,5,Poor,42.3434140683,-83.29287812005,1
15497,2,Poor,42.4745733126,-83.3401177508,1
109882,3,Fair,42.24078847505,-83.17993057174999,2
105365,3,Good,42.3295357859,-83.04736643545,3
191547,5,Poor,42.39337342745,-82.96460041525,1
17917,5,Poor,42.52758750185,-83.1458999969,1
42753,4,Good,42.5676416171,-83.0491204657,3
142879,4,Fair,42.3801567567,-83.00997118785,2
91961,5,Good,42.28491289,-83.7994377707,3
40342,3,Good,42.5166608398,-83.2859395943,3
48914,5,Good,42.6708174817,-82.98557748215,3
105330,3,Fair,42.3274693427,-83.0495645874,2
53793,3,Poor,42.767755813899996,-83.01832443640001,1
157194,2,Fair,42.712812497849995,-83.0650709527,2
72857,2,Poor,42.9983085959,-82.431408929,1
191113,4,Poor,42.185489837350005,-83.2672721138,1
196130,1,Poor,42.38035784515,-83.100377664,1
110016,4,Fair,42.24925584505,-83.17775853915,2
45182,4,Fair,42.4507173116,-82.9172795184,2
195755,2,Fair,42.215372815950005,-83.42306415925,2
88625,3,Poor,42.26016960645,-83.7403576639,1
170639,2,Poor,42.6545499943,-83.30827228785,1
197099,7,Poor,42.355137624,-82.98928951465,1
2692,2,Fair,42.50141485905,-83.1826271135,2
80810,1,Poor,42.0348883099,-83.67669933235,1
166213,4,Fair,42.5088543058,-83.4459470746,2
48946,2,Poor,42.673220239049996,-82.89328955754999,1
111956,1,Fair,42.2424861753,-83.19568688315,2
206853,4,Fair,42.50699354745,-82.88153383330001,2
100182,1,Poor,42.375029677200004,-83.04395077160001,1
42472,3,Good,42.54758314975,-83.0043841393,3
8003,2,Poor,42.637032563000005,-83.1018231234,1
49044,5,Fair,42.675613312150006,-82.7705293686,2
201930,7,Poor,42.36659589355,-83.0780369776,1
166193,4,Fair,42.52690277545,-83.4449715456,2
78009,2,Poor,42.6594283907,-82.57029802695,1
145642,3,Poor,42.32679085755,-83.23444113529999,1
141085,2,Fair,42.39050075445,-83.35026263905,2
142902,7,Poor,42.3904469345,-82.98556460265,1
112809,2,Poor,42.3230500914,-83.37939006615,1
100429,3,Good,42.38192683915,-83.00936293655,3
46971,5,Fair,42.551400534500004,-83.02134092074999,2
43288,4,Poor,42.6595510639,-83.09308788935,1
30178,1,Poor,42.67520468575,-83.30493015045,1
112303,5,Fair,42.3224328548,-83.4640342819,2
41590,4,Poor,42.5689717236,-82.87169359205001,1
23568,2,Poor,42.4970920527,-83.15789687430001,1
112560,5,Poor,42.38383770245,-83.5100121485,1
187094,4,Fair,42.2957756356,-83.69247640955,2
73943,1,Poor,42.62151324955,-82.56808127585,1
108421,3,Poor,42.415544585800006,-83.17082542295,1
100994,5,Fair,42.19993167785,-83.15392190074999,2
207808,2,Poor,42.31730446105,-83.48830722245,1
8478,5,Fair,42.5338072825,-83.1263029334,2
106801,5,Poor,42.404808421400006,-82.99736568275,1
5839,2,Good,42.5781958282,-83.0963037368,3
111740,3,Fair,42.3348036075,-83.06724430495001,2
41512,5,Poor,42.492103275299996,-82.89735785100001,1
65345,5,Good,42.51650510415,-83.73963563275001,3
152373,4,Fair,42.4751232936,-83.14513233829999,2
141771,5,Poor,42.42880819925,-83.28086835125,1
163579,4,Poor,42.1707798396,-83.1696841715,1
44587,4,Poor,42.53233390175,-82.905916641,1
208649,2,Fair,42.6012333469,-82.8770653402,2
42419,4,Poor,42.4571481016,-83.00547582675,1
145559,1,Fair,42.3855219606,-83.25602475935,2
179611,1,Poor,42.6979541646,-83.3065495563,1
13562,2,Poor,42.535504182,-83.3407254749,1
202769,2,Fair,42.294050579149996,-83.26815831315,2
46020,2,Fair,42.49132888035,-83.02486373849999,2
200782,2,Fair,42.2079221452,-83.2487123229,2
45250,2,Good,42.45715307985,-82.97019704754999,3
18455,3,Good,42.4745386419,-83.1112606289,3
1647,5,Poor,42.519875806200005,-83.08833505665,1
119524,3,Fair,42.36225411175,-83.09446503925,2
66570,2,Poor,42.704071353399996,-83.87168511775,1
115154,2,Poor,42.43042464965,-83.29122206459999,1
203997,5,Fair,42.34016235355,-83.3248808524,2
162718,3,Fair,41.941993808999996,-83.32013388985,2
206551,4,Poor,42.32316343295,-83.08535287655,1
116562,5,Poor,42.39768744115,-83.35280725505001,1
108976,3,Poor,42.38153508765,-83.0916797825,1
100915,5,Poor,42.1967672639,-83.29627949235001,1
196565,7,Poor,42.4241515171,-82.98488992029999,1
16412,2,Poor,42.44275087595,-83.4267237738,1
156327,1,Fair,42.4635333822,-83.79794381735,2
127638,2,Poor,42.3062001219,-83.27774941370001,1
25405,2,Poor,42.499684772950005,-83.10948227685,1
183353,4,Poor,42.50333211475,-83.18022615425,1
42658,3,Poor,42.6308351096,-83.05215021345,1
120145,4,Poor,42.2825733385,-83.1471454435,1
52721,2,Poor,42.499330050850006,-83.0526661038,1
68621,2,Good,42.5287424363,-83.8178785299,3
32363,2,Poor,42.52232449675,-83.1973209439,1
109937,2,Fair,42.104744670849996,-83.2211007244,2
110459,3,Good,42.390398384250005,-83.21790080490001,3
56722,2,Poor,42.4717639238,-82.9796748098,1
143317,2,Poor,42.4101783008,-82.91083682215,1
20138,7,Fair,42.4636272997,-83.20122888009999,2
33504,3,Fair,42.54106798535,-83.45650007795,2
4461,2,Good,42.62188220425,-83.1743021414,3
63744,1,Fair,42.4818529467,-82.884011447,2
52059,3,Good,42.5496344146,-83.0290195897,3
105082,1,Fair,42.3357179465,-83.06428544274999,2
101007,5,Poor,42.19923341975,-83.19482618949999,1
193413,1,Fair,42.38133352295,-83.09827686025,2
145056,1,Poor,42.3512663747,-83.4409958562,1
100874,5,Poor,42.1971370112,-83.28321633499999,1
170405,1,Poor,42.7070388131,-83.06951596795,1
117674,5,Fair,42.310285439750004,-83.3688363712,2
115047,2,Poor,42.4176127593,-83.3075077101,1
72023,5,Fair,42.9221584574,-82.4719968742,2
136133,2,Fair,42.32838215125,-83.4533022792,2
130404,2,Fair,42.24424010055,-83.242085738,2
21611,3,Poor,42.8014097178,-83.62739266554999,1
179467,3,Fair,42.49669869655,-83.44607373385,2
139637,2,Poor,42.39376905985,-83.45206682029999,1
150275,3,Fair,42.378595801749995,-83.03494228529999,2
183374,4,Fair,42.50446951835,-83.13868535645,2
117715,5,Poor,42.311140959149995,-83.3341408282,1
189643,2,Poor,42.3396665443,-83.90475177184999,1
24751,3,Fair,42.4928054373,-83.51117067850001,2
199794,2,Fair,42.29089560695,-83.5045420802,2
42262,4,Fair,42.4610257171,-82.9860760825,2
82250,5,Fair,41.742179535350004,-83.56732664379999,2
118264,4,Fair,42.345996148400005,-83.04995396300001,2
8648,2,Good,42.646731163599995,-83.20600240799999,3
51425,3,Poor,42.4555401427,-83.0446674858,1
123214,2,Poor,42.431028248749996,-83.2983879117,1
175350,3,Good,42.45432567905,-83.14759917135001,3
199031,5,Poor,42.30750586565,-83.48716314334999,1
65274,5,Fair,42.5806394513,-83.85701972485,2
172157,3,Poor,42.48702657885,-83.24036426375,1
188384,2,Poor,42.227888672350005,-83.7672697907,1
163569,5,Fair,42.2070839009,-83.14847408534999,2
120813,5,Poor,42.3909297226,-83.0448938559,1
3630,2,Poor,42.518383201700004,-83.270456462,1
